name_raw,name_eng,name_hun,info_eng,info_hun,symbol,sys_raw,sys_dat,category,source,inter_val
pozsonyi_csobor_1593_1874,pozsonyi csöbör,pozsonyi csöbör,Pressburg gallon: 16 icce. Falls out of usage by the end of the 17th c.,A 17. sz. végére kikopik a használatból: 16 icce.,csöb.,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",13.43
pozsonyi_ako_1593_1874,pozsonyi akó,pozsonyi akó,Pressburg bucket: 32 pint,32 pint,akó,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",53.72
pozsonyi_ako_wholesl_premid16c,pozsonyi akó,pozsonyi akó,Pressburg bucket: 1/30 fud.,1/30 fud.,akó,pressburg_wholesale_liq_vol_premid16c,Pressburg wholesale (-mid17th c.),volume (liquid),"Bogdán 1991, 35.",53.72
pozsonyi_fel_deriling_premid16c,pozsonyi fél dreiling,pozsonyi fél dreiling,Pressburg half-dreiling barrel: 10 akó,10 akó,fdrei.,pressburg_wholesale_liq_vol_premid16c,Pressburg wholesale (-mid17th c.),volume (liquid),"Bogdán 1991, 35.",537.2
pozsonyi_fel_fuder_premid16c,pozsonyi fél fuder,pozsonyi fél fuder,Pressburg half-fuder barell: 15 akó,15 akó,ffud.,pressburg_wholesale_liq_vol_premid16c,Pressburg wholesale (-mid17th c.),volume (liquid),"Bogdán 1991, 35.",805.8
pozsonyi_dreiling_premid16c,pozsonyi dreiling,pozsonyi dreiling,Pressburg dreiling barrel: 20 akó,20 akó,drei.,pressburg_wholesale_liq_vol_premid16c,Pressburg wholesale (-mid17th c.),volume (liquid),"Bogdán 1991, 35.",1074.4
pozsonyi_fuder_premid16c,pozsonyi fuder,pozsonyi fuder,Pressburg fuder barell: 30 akó,30 akó,fud.,pressburg_wholesale_liq_vol_premid16c,Pressburg wholesale (-mid17th c.),volume (liquid),"Bogdán 1991, 35.",1611.6
pozsonyi_ako_wholesl_mid16c-end,pozsonyi akó,pozsonyi akó,Pressburg bucket: 1/32 fud.,1/32 fud.,akó,pressburg_wholesale_liq_vol_mid16c-end,Pressburg wholesale (mid16th c.-end),volume (liquid),"Bogdán 1991, 35.",53.72
pozsonyi_fel_deriling_mid16c-end,pozsonyi fél dreiling,pozsonyi fél dreiling,Pressburg half-dreiling barrel: 12 akó,12 akó,fdrei.,pressburg_wholesale_liq_vol_mid16c-end,Pressburg wholesale (mid16th c.-end),volume (liquid),"Bogdán 1991, 35.",644.64
pozsonyi_fel_fuder_mid16c-end,pozsonyi fél fuder,pozsonyi fél fuder,Pressburg half-fuder barrel: 16 akó,16 akó,ffud.,pressburg_wholesale_liq_vol_mid16c-end,Pressburg wholesale (mid16th c.-end),volume (liquid),"Bogdán 1991, 35.",859.12
pozsonyi_dreiling_mid16c-end,pozsonyi dreiling,pozsonyi dreiling,Pressburg dreiling barrel: 24 akó,24 akó,drei.,pressburg_wholesale_liq_vol_mid16c-end,Pressburg wholesale (mid16th c.-end),volume (liquid),"Bogdán 1991, 35.",1289.28
pozsonyi_fuder_mid16c-end,pozsonyi fuder,pozsonyi fuder,Pressburg fuder barrel: 32 akó,32 akó,fud.,pressburg_wholesale_liq_vol_mid16c-end,Pressburg wholesale (mid16th c.-end),volume (liquid),"Bogdán 1991, 35.",1719.04
pozsonyi_ako_wholesl_vol_18c,pozsonyi akó,pozsonyi akó,Pressburg bucket: 1/2 hor.,1/2 hor.,akó,pressburg_wholesale_liq_vol_18c,Pressburg wholesale (18th c.),volume (liquid),"Bogdán 1991, 36.",53.72
pozsonyi_hordo_vol_18c,pozsonyi hordó,pozsonyi hordó,Pressburg barrel: 2 akó,2 akó,hor.,pressburg_wholesale_liq_vol_18c,Pressburg wholesale (18th c.),volume (liquid),"Bogdán 1991, 36.",107.44
egri_icce,egri icce,egri icce,Eger half-pint (chopine). Identical to to that of Buda,A budaival megegyező,icce,eger_small_liq_vol,Eger small (-mid17th c.),volume (liquid),"Bogdán 1991, 32.",0.8393
egri_pint,egri pint,egri pint,Eger pint: 2 icce,2 icce,pint,eger_small_liq_vol,Eger small (-mid17th c.),volume (liquid),"Bogdán 1991, 32.",1.6786
egri_kobol,egri köböl,egri köböl,Eger gallon: 15 pint,15 pint,köb.,eger_small_liq_vol,Eger small (-mid17th c.),volume (liquid),"Bogdán 1991, 32.",25.18
egri_ako,egri akó,egri akó,Eger bucket: 4 köb. Used until the mid-18th c.,A 18. sz. közepéig használatos: 4 köb.,akó,eger_small_liq_vol,Eger small (-mid17th c.),volume (liquid),"Bogdán 1991, 32.",100.72
egri_kis_hordo,egri kis hordó,egri kis hordó,Eger small barrel: 96 Pressburg half-pints/chopines,96 pozsonyi icce,kihor.,eger_wholesale_liq_vol,Eger wholesale (18th c. end-1874),volume (liquid),"Bogdán 1991, 32.",80.58
egri_nagy_hordo,egri nagy hordó,egri nagy hordó,Eger large barrel: 2 kihor.,2 kihor.,nahor.,eger_wholesale_liq_vol,Eger wholesale (18th c. end-1874),volume (liquid),"Bogdán 1991, 32.",161.16
kassai_icce,kassai icce,kassai icce,Kassa half-pint (chopine): 1/16 köb.,1/16 köb.,icce,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",0.8393
kassai_pint,kassai pint,kassai pint,Kassa pint: 2 icce,2 icce,pint,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",1.6786
kassai_kobol,kassai köböl,kassai köböl,Kassa gallon: 8 pint,8 pint,köb.,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",13.43
kassai_ako,kassai akó,kassai akó,"Kassa bucket: 32 pint, 4 köb. Used until the end of the 16th c.","A 16. sz. végégig használatos: 32 pint, 4 köb.",akó,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",53.72
kassai_kis_hordo,kassai kis hordó,kassai kis hordó,Kassa small barrel: 200 pint. Used until the mid-18th c.,A 18. sz. közepéig használatos: 200 pint.,nahor.,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",335.72
kassai_nagy_hordo,kassai nagy hordó,kassai nagy hordó,Kassa large barrel: 250 pint. Used until the mid-18th c.,A 18. sz. közepéig használatos: 250 pint.,kihor.,kassa_liq_vol,Kassa (16-19th c.),volume (liquid),"Bogdán 1991, 34.",419.65
nagyszombati_icce,nagyszombati icce,nagyszombati icce,Nagyszombat half-pint (chopine): 1/64 akó,1/64 akó,icce,nagyszombat_liq_vol,Nagyszombat (-18th c. start),volume (liquid),"Bogdán 1991, 34.",0.776
nagyszombati_pint,nagyszombati pint,nagyszombati pint,Nagyszombat pint: 2 icce,2 icce,pint,nagyszombat_liq_vol,Nagyszombat (-18th c. start),volume (liquid),"Bogdán 1991, 34.",1.552
nagyszombati_ako,nagyszombati akó,nagyszombati akó,Nagyszombat bucket: 64 icce. Falls out of use towards the end of the 16th c.,A 16. sz. végére kikopik a használatból: 64 icce.,ako,nagyszombat_liq_vol,Nagyszombat (-18th c. start),volume (liquid),"Bogdán 1991, 34.",49.66
erdelyi_icce_pre1823_liq,erdélyi icce,erdélyi icce,Transylvanian half-pint (chopine): 1/16 vöd.,1/16 vöd.,icce,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",0.6816
erdelyi_folyadek_kupa_pre1823_liq,erdélyi (folyadék) kupa,erdélyi (folyadék) kupa,Transylvanian (fluid) cup (pint): 2 icce,2 icce,kupa,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",1.3623
erdelyi_vodor_pre1823_liq,erdélyi vödör,erdélyi vödör,Transylvanian gallon: 8 kupa,8 kupa,vöd.,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",10.9
erdelyi_kis_hordo_pre1823_liq,erdélyi kis hordó,erdélyi kis hordó,Transylvanian small barrel (wholesale): 20 vöd.,"nagykereskedelmi, 20 vöd.",kihor.,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",218.0
erdelyi_foldes_hordo_pre1823_liq,erdélyi földes hordó,erdélyi földes hordó,"Transylvanian ""földes"" barrel (wholesale): 40 vöd, 2 kihor.","nagykereskedelmi, 40 vöd, 2 kihor.",föhor.,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",436.0
erdelyi_oreg_hordo_pre1823_liq,erdélyi öreg hordó,erdélyi öreg hordó,"Transylvanian ""old"" barrel (wholesale): 80 vöd, 2 föhor.","nagykereskedelmi, 80 vöd, 2 föhor.",örhor.,transylvanian_liq_vol_pre1823,Transylvanian (-1823),volume (liquid),"Bogdán 1991, 32–33.",872.0
erdelyi_messzely_1823_1874_liq,erdélyi messzely,erdélyi messzely,Transylvanian gill: 1/32 vöd.,1/32 vöd.,messz.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",0.3537
erdelyi_icce_1823_1874_liq,erdélyi icce,erdélyi icce,Transylvanian half-pint (chopine): 2 messz.,2 messz.,icce,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",0.7074
erdelyi_folyadek_kupa_1823_1874_liq,erdélyi (folyadék) kupa,erdélyi (folyadék) kupa,Transylvanian (fluid) cup (pint). Adoption of the Viennese pint. 2 icce.,"2 icce, a bécsi pint adoptálása.",kupa,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",1.4147
erdelyi_vodor_1823_1874_liq,erdélyi vödör,erdélyi vödör,Transylvanian gallon: 8 kupa,8 kupa,vöd.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",11.32
erdelyi_folyadek_kobol_1823_1874_liq,erdélyi (folyadék) köböl,erdélyi (folyadék) köböl,Transylvanian bucket: 8 vöd.,8 vöd.,köb.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",90.54
erdelyi_kis_hordo_1823_1874_liq,erdélyi kis hordó,erdélyi kis hordó,Transylvanian small barrel (wholesale): 5 vöd.,"nagykereskedelmi, 5 vöd.",kihor.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",56.6
erdelyi_kozepes_hordo_1823_1874_liq,erdélyi közepes hordó,erdélyi közepes hordó,"Transylvanian medium barrel (wholesale): 10 vöd, 2 kihor.","nagykereskedelmi, 10 vöd, 2 kihor.",köhor.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",112.2
erdelyi_nagy_hordo_1823_1874_liq,erdélyi nagy hordó,erdélyi nagy hordó,"Transylvanian large barrel (wholesale): 40 vöd, 4 köhor.","nagykereskedelmi, 40 vöd, 4 köhor.",nahor.,transylvanian_liq_vol_1823_1874,Transylvanian (1823-1874),volume (liquid),"Bogdán 1991, 32–33.",452.8
bihari_icce,bihari icce,bihari icce,Bihar half-pint (chopine): 1/100 ncsöb.,1/100 nagy csöb.,icce,bihar_liq_vol,Bihar,volume (liquid),"Bodgán 1991, 31.",0.8393
bihari_pint,bihari pint,bihari pint,Bihar pint: 2 icce,2 icce,pint,bihar_liq_vol,Bihar,volume (liquid),"Bodgán 1991, 31.",1.6786
bihari_kis_csobor,bihari kis csöbör,bihari kis csöbör,"Bihar small bucket: 50 icce, 25 pint","50 icce, 25 pint",kcsöb.,bihar_liq_vol,Bihar,volume (liquid),"Bodgán 1991, 31.",41.97
bihari_nagy_csobor,bihari nagy csöbör,bihari nagy csöbör,Bihar large bucket: 2 kcsöb.,2 kcsöb.,ncsöb.,bihar_liq_vol,Bihar,volume (liquid),"Bodgán 1991, 31.",83.93
gram,gram,gramm,SI unit: 10⁻³kg,SI mértékegység: 10⁻³kg,g,metric_weight,SI,weight,SI 2009.,0.001
decagram,decagram,dekagramm,SI unit: 10⁻²kg,SI mértékegység: 10⁻²kg,dag,metric_weight,SI,weight,SI 2009.,0.01
kilogram,kilogram,kilogramm,The SI base unit of weight.,A súly SI-alapegysége.,kg,metric_weight,SI,weight,SI 2009.,1.0
tonne,tonne,tonna,Accepted non-SI unit: 10³kg,"Engedélyezett, nem SI-mértékegység: 10³kg",t,metric_weight,accepted non-SI,weight,SI 2009.,1000.0
grain_av,grain,grain,The weight of a grain: 1/7000 lb av.,Egy gabonaszem súlya: 1/7000 lb av.,gr av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,6.479891e-05
dram_av,dram,dram,"From the word ""drachma"": 1/256 lb av.",A drachma szóból: 1/256 lb av.,dr av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,0.0017718451953125
ounce_av,ounce,ounce,16 dr av.,av. uncia: 16 dr av.,oz av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,0.028349523125
pound_av,pound,pound,16 oz av.,av. font: 16 oz av.,lb av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,0.45359237
stone_av,stone,stone,14 lb av.,av. mérőkő: 14 lb av.,st av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,6.35029318
quarter_av,quarter,quarter,"i.e. quarter-hundredweight, 2 st av, 28 lb av.","negyed hundredweight, 2 st av, 28 lb av.",qr av.,avoirdupois,Avoirdupois,weight,1995 No. 1804.,12.70058636
hundredweight_av_usa,hundredweight (USA),hundredweight (USA),"US ""short"" hundredweight: 100 lb av.","am. un. ""short"" hundredweight (mázsa): 100 lb av.",CH,avoirdupois,Avoirdupois,weight,"Cardarelli 2003, 45.",45.359237
hundredweight_av_uk,hundredweight (UK),hundredweight (UK),"Brit. ""long"" hundredweight: 112 lb av.","brit un. ""long"" hundredweight (mázsa: 112 lb av.",cwt (long),avoirdupois,Avoirdupois,weight,1995 No. 1804.,50.80234544
ton_av_usa,ton (USA),ton (USA),"US ""short"" ton: 2000 lb av.","am. un. ""short"" ton: 2000 lb av.",ton (short),avoirdupois,Avoirdupois,weight,"Cardarelli 2003, 45.",907.18474
ton_av_uk,ton (UK),ton (UK),"Brit. ""long"" ton: 2240 lb av.","brit un. ""long"" ton: 2240 lb av.",ton (long),avoirdupois,Avoirdupois,weight,1995 No. 1804.,1016.0469088
grain_troy,grain (troy),grain (troy),The weight of a grain: 1/5760 lb t.,Egy gabonaszem súlya: 1/5760 lb t.,gr t.,troy,Troy,weight,"Cardarelli 2003, 39.",0.00012959782
pennyweight_troy,pennyweight (troy),pennyweight (troy),The weight of an old silver penny: 24 gr t.,Egy régi ezüstpenny súlya: 24 gr t.,dwt,troy,Troy,weight,"Cardarelli 2003, 39.",0.0017718451953125
ounce_troy,ounce (troy),ounce (troy),20 dwt t.,troy uncia: 20 dwt t.,oz t.,troy,Troy,weight,1995 No. 1804.,0.0311034768
pound_troy,pound (troy),pound (troy),12 oz t.,troy font: 12 oz t.,lb t.,troy,Troy,weight,"Cardarelli 2003, 39.",0.3732417216
grain_apoth,grain (apoth.),grain (apoth.),The weight of a grain: 1/5760 lb ap.,Egy gabonaszem súlya: 1/5760 lb ap.,gr ap.,apothecaries,Apothecaries,weight,"Cardarelli 2003, 38.",6.479891e-05
scruple_apoth,scruple (apoth.),scruple (apoth.),"from Lat. scrupulum, 20 gr ap.","lat. scrupulum szóból, 20 gr ap.",scr ap.,apothecaries,Apothecaries,weight,"Cardarelli 2003, 38.",0.0012959782
dram_apoth,dram (apoth.),dram (apoth.),"From the word ""drachma"": 3 scr ap.","A ""drachma"" szóból, 3 scr ap.",dr ap.,apothecaries,Apothecaries,weight,"Cardarelli 2003, 38.",0.0038879346
ounce_apoth,ounce (apoth.),ounce (apoth.),8 dr ap.,ang. gyógyszertári uncia: 8 dr ap.,oz ap.,apothecaries,Apothecaries,weight,"Cardarelli 2003, 38.",0.0311034768
pound_apoth,pound (apoth.),pound (apoth.),12 oz ap.,ang. gyógyszertári font: 12 oz ap.,lb ap.,apothecaries,Apothecaries,weight,"Cardarelli 2003, 38.",0.3732417216
drachme_solon,δραχμή (drachmē),δραχμή (drachmé),"Weight unchanged throughout, ratio adjusted: 1/6300 tal.","Végig változatlan súly, az arány igazodik: 1/6300 tal.",drach.,attic_weight_solon,Attic Solonic,weight,"Egger, Jochen, and Smart 2010, 462.",0.004366
hemistateron_solon,ἡμιστάτηρον (hēmistatēron),ἡμιστάτηρον (hémistatéron),"mg. ""half-staterer"", 105 drach.","jel. ""félstatéros"", 105 drach.",hstat.,attic_weight_solon,Attic Solonic,weight,"Egger, Jochen, and Smart 2010, 462.",0.45843
stater_solon,στατήρ (statēr),στατήρ (statér),"2 hstat, 210 drach.","2 hstat, 210 drach.",stat.,attic_weight_solon,Attic Solonic,weight,"Egger, Jochen, and Smart 2010, 462.",0.91686
talanton_solon,τάλαντον (talanton),τάλαντον (talanton),Basic unit: 30 stat.,A rendszer alapmértéke: 30 stat.,tal.,attic_weight_solon,Attic Solonic,weight,"Egger, Jochen, and Smart 2010, 462.",27.506
drachme_lc,δραχμή (drachmē),δραχμή (drachmé),"Weight unchanged throughout, ratio adjusted: 1/6600 tal.","Végig változatlan súly, az arány igazodik: 1/6600 tal.",drach.,attic_weight_lc,Attic Late Classical,weight,"Egger, Jochen, and Smart 2010, 462.",0.004366
mina_lc,μνᾶ (mina),μνᾶ (mina),110 drach.,110 drach.,mna,attic_weight_lc,Attic Late Classical,weight,"Egger, Jochen, and Smart 2010, 462.",0.48026
stater_lc,στατήρ (statēr),στατήρ (statér),"2 mna, 220 drach.","2 mna, 220 drach.",stat.,attic_weight_lc,Attic Late Classical,weight,"Egger, Jochen, and Smart 2010, 462.",0.96052
talanton_lc,τάλαντον (talanton),τάλαντον (talanton),Basic unit: 30 stat.,A rendszer alapmértéke: 30 stat.,tal.,attic_weight_lc,Attic Late Classical,weight,"Egger, Jochen, and Smart 2010, 462.",28.816)
drachme_eh,δραχμή (drachmē),δραχμή (drachmé),"Weight unchanged throughout, ratio adjusted: 1/8280 tal.","Végig változatlan súly, az arány igazodik: 1/8280 tal.",drach.,early_hellenistic_weight,Early Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",0.004366
mina_eh,μνᾶ (mina),μνᾶ (mina),138 drach.,138 drach.,mna,early_hellenistic_weight,Early Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",0.602508
stater_eh,στατήρ (statēr),στατήρ (statér),"2 mna, 276 drach.","2 mna, 276 drach.",stat.,early_hellenistic_weight,Early Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",1.205016
talanton_eh,τάλαντον (talanton),τάλαντον (talanton),Basic unit: 30 stat.,A rendszer alapmértéke: 30 stat.,tal.,early_hellenistic_weight,Early Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",36.15
drachme_lh,δραχμή (drachmē),δραχμή (drachmé),"Weight unchanged throughout, ratio adjusted: 1/9000 tal.","Végig változatlan súly, az arány igazodik: 1/9000 tal.",drach.,late_hellenistic_weight,Late Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",0.004366
mina_lh,μνᾶ (mina),μνᾶ (mina),150 drach.,150 drach.,mna,late_hellenistic_weight,Late Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",0.6549
two_minas_lh,two minas [n.n.],két mina [n.n.],"Contemporary name unknown, 300 drach.","A mérték korabeli neve ismeretlen, 300 drach.",stat.,late_hellenistic_weight,Late Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",1.3098
talanton_lh,τάλαντον (talanton),τάλαντον (talanton),Basic unit: 60 mna,A rendszer alapmértéke: 60 mna,tal.,late_hellenistic_weight,Late Hellenistic,weight,"Egger, Jochen, and Smart 2010, 463.",39.294
siliqua,siliqua,siliqua,"mg. ""(vegetable) pod"", 1/6 scr.","jel. ""(zöldség)hüvely"", 1/6 scr.",sil.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.000189
lupinus,lupinus,lupinus,"mg. ""lupin bean"", 1/4 scr.","jel. ""farkasbab"", 1/4 scr.",lup.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.000284
obolus,obolus,obolus,"From Gr. obolos: 1/6 drach, 1/2 scr.","gör. obolosból: 1/6 drach, 1/2 scr.",ob.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.000568
scripulum_weight,scripulum,scripulum,1/24 un.,1/24 un.,scr.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.001137
dimidia_sextula,dimidia sextula,dimidia sextula,"1/2 sext, 1/12 un.","1/2 sext, 1/12 un.",dsext.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.002274
drachma,drachma,drachma,From Gr. drachmē: 1/8 un.,gör. drachméból: 1/8 un.,darch.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.003411
sextula,sextula,sextula,1/6 un.,1/6 un.,sext.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.004548
sicilicus,sicilicus,sicilicus,"aka. quartuncia, 1/4 un.","aka. quartuncia, 1/4 un.",sic.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.006822
binae_sextulae,binae sextulae,binae sextulae,"2 sext, aka. duella, 1/3 un.","2 sext, aka. duella, 1/3 un.",bsext.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.009096
semuncia,semuncia,semuncia,1/2 un.,1/2 un.,semun.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.013644
uncia_unfrac,uncia,uncia,Rom. ounce: 1/12 lib.,róm. uncia: 1/12 lib.,un.,roman_uncia_fraction,Roman (uncia fraction),weight,"Egger, Jochen, and Smart 2010, 463.",0.027288
uncia_unlib,uncia,uncia,Rom. ounce: 1/12 lib.,róm. uncia: 1/12 lib.,un.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.027288
sescuncia,sescuncia,sescuncia,1 1/2 un.,1 1/2 un.,seun.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.040931
sextans,sextans,sextans,"1/6 lib, 2 un.","1/6 lib, 2 un.",sexta.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.054575
quadrans,quadrans,quadrans,"1/4 lib, 3 un.","1/4 lib, 3 un.",quad.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.081863
triens,triens,triens,"1/3 lib, 4 un.","1/3 lib, 4 un.",tri.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.10915
quincunx,quincunx,quincunx,5 un.,5 un.,quix.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.136438
semis,semis,semis,"mg. ""half"" (libra), 6 un.","jel. ""fél"" (libra), 6 un.",semi.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.163725
septunx,septunx,septunx,7 un.,7 un.,sept.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.191013
bes,bes,bes,"2/3 lib, 8 un.","2/3 lib, 8 un.",bes,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.2183
dodrans,dodrans,dodrans,"3/4 lib, 9 un.","3/4 lib, 9 un.",dod.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.245588
dextans,dextans,dextans,"5/6 lib, 10 un.","5/6 lib, 10 un.",dex.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.272875
deunx,deunx,deunx,11 un.,11 un.,deu.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.300163
libra_unlib,libra,libra,Rom. pound: 12 un.,róm. font: 12 un.,lib.,roman_uncia_libra,Roman (uncia-libra),weight,"Egger, Jochen, and Smart 2010, 464.",0.32745
libra_libmult,libra,libra,Rom. pound: 12 un.,róm. font: 12 un.,lib.,roman_libra_multiple,Roman (libra multiple),weight,"Egger, Jochen, and Smart 2010, 464.",0.32745
dupondius,dupondius,dupondius,"aka. dussis, 2 lib.","aka. dussis, 2 lib.",dup.,roman_libra_multiple,Roman (libra multiple),weight,"Egger, Jochen, and Smart 2010, 464.",0.6549
tressis,tressis,tressis,3 lib.,3 lib.,tres.,roman_libra_multiple,Roman (libra multiple),weight,"Egger, Jochen, and Smart 2010, 464.",0.98235
quincussis,quincussis,quincussis,5 lib.,5 lib.,quinc.,roman_libra_multiple,Roman (libra multiple),weight,"Egger, Jochen, and Smart 2010, 464.",1.63725
decussis,decussis,decussis,10 lib.,10 lib.,dec.,roman_libra_multiple,Roman (libra multiple),weight,"Egger, Jochen, and Smart 2010, 464.",3.2745
wiener_loth_15_16c,Wiener Loth,Wiener Loth,Viennese lot: 1/32 Pfund,bécsi lat: 1/32 Pfund,Loth,viennese_weight_15_16c,Viennese (15-16th c.),weight,"Bogdán 1991, 49.",0.0173687
wiener_unzen_15_16c,Wiener Unzen,Wiener Unzen,Viennese ounce: 2 Loth,bécsi nehezék v. uncia: 2 Loth,Unz.,viennese_weight_15_16c,Viennese (15-16th c.),weight,"Bogdán 1991, 49.",0.0347375
wiener_pfund_15_16c,Wiener Pfund,Wiener Pfund,Viennese pound: 16 Unz.,bécsi font: 16 Unz.,Pfund,viennese_weight_15_16c,Viennese (15-16th c.),weight,"Bogdán 1991, 49.",0.5558
wiener_zentner_15_16c,Wiener Zentner,Wiener Zentner,Viennese hundredweight: 100 Pfund,bécsi mázsa: 100 Pfund,Zent.,viennese_weight_15_16c,Viennese (15-16th c.),weight,"Bogdán 1991, 49.",55.58
wiener_loth_17c_1756,Wiener Loth,Wiener Loth,Viennese lot: 1/32 Pfund,bécsi lat: 1/32 Pfund,Loth,viennese_weight_17c_1756,Viennese (17th c.-1756),weight,"Bogdán 1991, 49.",0.0175381
wiener_unzen_17c_1756,Wiener Unzen,Wiener Unzen,Viennese ounce: 2 Loth,bécsi nehezék v. uncia: 2 Loth,Unz.,viennese_weight_17c_1756,Viennese (17th c.-1756),weight,"Bogdán 1991, 49.",0.0350762
wiener_pfund_17c_1756,Wiener Pfund,Wiener Pfund,Viennese pound: 16 Unz.,bécsi font: 16 Unz.,Pfund,viennese_weight_17c_1756,Viennese (17th c.-1756),weight,"Bogdán 1991, 49.",0.56122
wiener_zentner_17c_1756,Wiener Zentner,Wiener Zentner,Viennese hundredweight: 100 Pfund,bécsi mázsa: 100 Pfund,Zent.,viennese_weight_17c_1756,Viennese (17th c.-1756),weight,"Bogdán 1991, 49.",56.122
wiener_loth_1756_1874,Wiener Loth,Wiener Loth,Viennese lot: 1/32 Pfund,bécsi lat: 1/32 Pfund,Loth,viennese_weight_1756_1874,Viennese (1756-1874),weight,"Bogdán 1991, 49.",0.0175018
wiener_unzen_1756_1874,Wiener Unzen,Wiener Unzen,Viennese ounce: 2 Loth,bécsi nehezék v. uncia: 2 Loth,Unz.,viennese_weight_1756_1874,Viennese (1756-1874),weight,"Bogdán 1991, 49.",0.035003
